"Sequence_Name" "mcg" "gvh" "alm" "mit" "erl" "pox" "vac" "nuc" "Localization_site"
"1367" "PDR4_YEAST" 0.57 0.53 0.6 0.28 0.5 0 0.52 0.45 "NUC"
"1368" "AP17_YEAST" 0.53 0.52 0.49 0.27 0.5 0 0.51 0.22 "CYT"
"1369" "AP19_YEAST" 0.5 0.47 0.56 0.31 0.5 0 0.56 0.26 "CYT"
"1370" "YAP3_YEAST" 0.71 0.79 0.41 0.38 0.5 0 0.54 0.22 "ME1"
"1371" "AP54_YEAST" 0.33 0.49 0.46 0.22 0.5 0 0.53 0.33 "ME3"
"1372" "ADB1_YEAST" 0.47 0.41 0.46 0.18 0.5 0 0.53 0.22 "ME3"
"1373" "CACM_YEAST" 0.45 0.39 0.46 0.29 0.5 0 0.42 0.22 "MIT"
"1374" "FMT_YEAST" 0.59 0.56 0.5 0.48 0.5 0 0.46 0.22 "MIT"
"1375" "YBC4_YEAST" 0.32 0.3 0.57 0.38 0.5 0 0.5 0.25 "NUC"
"1376" "YBE2_YEAST" 0.26 0.3 0.37 0.15 0.5 0 0.53 0.25 "ME3"
"1377" "YBG6_YEAST" 0.28 0.41 0.46 0.18 0.5 0 0.47 0.39 "NUC"
"1378" "YBI8_YEAST" 0.45 0.5 0.43 0.16 0.5 0 0.52 0.28 "ME3"
"1379" "RL3P_YEAST" 0.24 0.25 0.57 0.28 0.5 0 0.51 0.11 "CYT"
"1380" "MRF1_YEAST" 0.46 0.61 0.55 0.29 0.5 0 0.49 0.22 "MIT"
"1381" "YBT6_YEAST" 0.54 0.44 0.38 0.22 0.5 0 0.54 0.3 "ME3"
"1382" "YBY2_YEAST" 0.22 0.53 0.36 0.22 0.5 0 0.54 0.31 "ME3"
"1383" "YB00_YEAST" 0.25 0.41 0.47 0.14 0.5 0 0.56 0.68 "NUC"
"1384" "YB30_YEAST" 0.43 0.41 0.37 0.18 0.5 0 0.54 0.31 "ME3"
"1385" "YB32_YEAST" 0.4 0.44 0.47 0.25 0.5 0 0.54 0.56 "NUC"
"1386" "YB33_YEAST" 0.46 0.59 0.38 0.12 0.5 0 0.5 0.22 "ME3"
"1387" "YB37_YEAST" 0.8 0.82 0.4 0.31 0.5 0 0.57 0.25 "ME1"
"1388" "YB48_YEAST" 0.29 0.39 0.46 0.36 0.5 0 0.51 0.22 "NUC"
"1389" "YB54_YEAST" 0.4 0.4 0.43 0.19 0.5 0.83 0.48 0.22 "POX"
"1390" "YB72_YEAST" 0.57 0.52 0.46 0.2 0.5 0.83 0.52 0.41 "POX"
"1391" "YB91_YEAST" 0.43 0.6 0.4 0.12 0.5 0 0.49 0.29 "ME3"
"1392" "YB8E_YEAST" 0.56 0.71 0.47 0.21 0.5 0 0.52 0.22 "MIT"
"1393" "YB8G_YEAST" 0.65 0.62 0.26 0.33 0.5 0 0.55 0.22 "ME3"
"1394" "YB8I_YEAST" 0.77 0.7 0.37 0.12 0.5 0 0.49 0.26 "ME1"
"1395" "YCFI_YEAST" 0.47 0.61 0.32 0.27 0.5 0 0.5 0.3 "ME3"
"1396" "YCK1_YEAST" 0.71 0.51 0.49 0.23 0.5 0 0.3 0.32 "ME2"
"1397" "YCK2_YEAST" 0.59 0.48 0.49 0.49 0.5 0 0.36 0.32 "CYT"
"1398" "YCA9_YEAST" 0.58 0.63 0.52 0.7 0.5 0 0.46 0.22 "MIT"
"1399" "YCD8_YEAST" 0.3 0.68 0.41 0.17 0.5 0 0.51 0.22 "ME3"
"1400" "YCG9_YEAST" 0.74 0.73 0.32 0.2 0.5 0 0.55 0.22 "ME1"
"1401" "YCH0_YEAST" 0.55 0.35 0.36 0.29 0.5 0 0.51 0.22 "ME3"
"1402" "YCQ0_YEAST" 0.35 0.32 0.31 0.16 0.5 0 0.56 0.22 "ME3"
"1403" "YCQ7_YEAST" 0.67 0.61 0.39 0.24 0.5 0 0.51 0.22 "ME3"
"1404" "YCR3_YEAST" 0.69 0.57 0.39 0.19 0.5 0 0.48 0.39 "ME2"
"1405" "SYN_YEAST" 0.47 0.41 0.53 0.27 0.5 0 0.47 0.25 "MIT"
"1406" "YCR8_YEAST" 0.39 0.56 0.34 0.18 0.5 0 0.49 0.22 "ME3"
"1407" "YCS4_YEAST" 0.51 0.38 0.42 0.21 0.5 0 0.46 0.34 "ME3"
"1408" "YCT8_YEAST" 0.32 0.45 0.39 0.14 0.5 0 0.45 0.22 "ME3"
"1409" "YCV1_YEAST" 0.75 0.73 0.35 0.33 0.5 0 0.49 0.28 "ME1"
"1410" "YCW2_YEAST" 0.54 0.54 0.56 0.18 0.5 0 0.46 0.29 "NUC"
"1411" "YCX9_YEAST" 0.71 0.64 0.42 0.28 0.5 0 0.43 0.22 "EXC"
"1412" "YCY8_YEAST" 0.28 0.48 0.36 0.16 0.5 0 0.53 0.22 "ME3"
"1413" "YCZ6_YEAST" 0.58 0.44 0.45 0.32 0.5 0 0.52 0.37 "NUC"
"1414" "YD66_YEAST" 0.52 0.65 0.36 0.26 0.5 0 0.44 0.22 "ME3"
"1415" "MAS5_YEAST" 0.64 0.44 0.56 0.15 0.5 0 0.56 0.22 "CYT"
"1416" "EF3_YEAST" 0.48 0.58 0.47 0.17 0.5 0 0.53 0.74 "CYT"
"1417" "YEA6_YEAST" 0.42 0.71 0.45 0.15 0.5 0 0.48 0.22 "ME3"
"1418" "YEP0_YEAST" 0.38 0.37 0.36 0.14 0.5 0 0.54 0.22 "ME3"
"1419" "YE14_YEAST" 0.4 0.4 0.44 0.37 0.5 0 0.53 0.25 "NUC"
"1420" "YGL1_YEAST" 0.38 0.56 0.38 0.16 0.5 0 0.53 0.22 "ME3"
"1421" "YGP1_YEAST" 0.8 0.79 0.43 0.25 0.5 0 0.52 0.22 "EXC"
"1422" "YHA8_YEAST" 0.63 0.65 0.42 0.18 0.5 0 0.54 0.27 "ME3"
"1423" "YHA9_YEAST" 0.47 0.4 0.63 0.19 0.5 0 0.52 0.32 "NUC"
"1424" "YHB7_YEAST" 0.83 0.94 0.32 0.21 0.5 0 0.51 0.22 "ME1"
"1425" "YHC6_YEAST" 0.61 0.76 0.3 0.16 0.5 0 0.45 0.41 "ME3"
"1426" "RIMI_YEAST" 0.33 0.38 0.47 0.14 0.5 0 0.51 0.47 "NUC"
"1427" "YHD5_YEAST" 0.38 0.67 0.33 0.17 0.5 0 0.51 0.22 "ME3"
"1428" "YHE0_YEAST" 0.39 0.33 0.33 0.23 0.5 0 0.47 0.22 "ME3"
"1429" "YHF0_YEAST" 0.5 0.63 0.45 0.13 0.5 0 0.45 0.32 "ME3"
"1430" "YHG2_YEAST" 0.2 0.6 0.5 0.29 0.5 0 0.51 0.22 "ME3"
"1431" "YHI7_YEAST" 0.29 0.26 0.43 0.17 0.5 0 0.55 0.3 "ME3"
"1432" "YHJ2_YEAST" 0.51 0.46 0.41 0.36 0.5 0 0.49 0.22 "ME3"
"1433" "YHK5_YEAST" 0.92 0.66 0.52 0.23 0.5 0 0.53 0.22 "ME1"
"1434" "YHK8_YEAST" 0.49 0.56 0.37 0.2 0.5 0 0.53 0.22 "ME3"
"1435" "YHN8_YEAST" 0.86 0.78 0.34 0.15 0.5 0 0.53 0.22 "ME2"
"1436" "YHP0_YEAST" 0.38 0.44 0.57 0.14 0.5 0 0.53 0.52 "NUC"
"1437" "YHQ1_YEAST" 0.72 0.73 0.41 0.28 0.5 0 0.44 0.22 "ME1"
"1438" "YHR0_YEAST" 0.8 0.73 0.47 0.19 0.5 0 0.49 0.22 "ME1"
"1439" "YHT3_YEAST" 0.49 0.55 0.35 0.23 0.5 0 0.57 0.22 "ME3"
"1440" "YHU0_YEAST" 0.63 0.71 0.44 0.53 0.5 0 0.52 0.22 "ME2"
"1441" "YHU2_YEAST" 0.6 0.68 0.3 0.27 0.5 0 0.55 0.22 "ME3"
"1442" "YHX8_YEAST" 0.4 0.43 0.49 0.17 0.5 0 0.51 0.36 "NUC"
"1443" "YHY0_YEAST" 0.82 0.63 0.47 0.18 0.5 0 0.5 0.22 "POX"
"1444" "YHY1_YEAST" 0.77 0.68 0.35 0.19 0.5 0 0.53 0.43 "ME1"
"1445" "YIA6_YEAST" 0.51 0.59 0.46 0.13 0.5 0 0.48 0.22 "MIT"
"1446" "YIB3_YEAST" 0.52 0.46 0.34 0.2 0.5 0 0.51 0.25 "ME3"
"1447" "YIF2_YEAST" 0.47 0.5 0.6 0.63 0.5 0 0.38 0.16 "CYT"
"1448" "YIG3_YEAST" 0.34 0.24 0.51 0.15 0.5 0 0.54 0.4 "NUC"
"1449" "YIN0_YEAST" 0.35 0.29 0.46 0.14 0.5 0 0.54 0.66 "NUC"
"1450" "YIN4_YEAST" 0.58 0.67 0.49 0.16 0.5 0 0.47 0.28 "MIT"
"1451" "YIR3_YEAST" 0.85 0.85 0.3 0.31 0.5 0 0.55 0.42 "ME1"
"1452" "YKJ5_YEAST" 0.36 0.48 0.61 0.26 0.5 0 0.5 0.16 "NUC"
"1453" "YKA5_YEAST" 0.41 0.25 0.59 0.44 0.5 0 0.6 0.69 "NUC"
"1454" "YKA8_YEAST" 0.3 0.37 0.4 0.45 0.5 0 0.48 0.41 "ME3"
"1455" "MAOX_YEAST" 0.57 0.59 0.49 0.86 0.5 0 0.47 0.22 "NUC"
"1456" "YKD8_YEAST" 0.38 0.4 0.39 0.19 0.5 0 0.46 0.62 "NUC"
"1457" "YKE6_YEAST" 0.77 0.74 0.37 0.29 0.5 0 0.45 0.22 "ME1"
"1458" "TCTP_YEAST" 0.47 0.38 0.58 0.19 0.5 0 0.57 0.22 "CYT"
"1459" "PMT_YEAST" 0.5 0.61 0.44 0.2 0.5 0 0.49 0.22 "MIT"
"1460" "YKM9_YEAST" 0.41 0.45 0.46 0.23 0.5 0 0.5 0.7 "CYT"
"1461" "YKN4_YEAST" 0.46 0.62 0.46 0.54 0.5 0 0.51 0.27 "MIT"
"1462" "YKS8_YEAST" 0.74 0.75 0.45 0.44 0.5 0 0.52 0.22 "POX"
"1463" "ACP_YEAST" 0.52 0.53 0.58 0.69 0.5 0 0.5 0.22 "MIT"
"1464" "YKW2_YEAST" 0.41 0.47 0.5 0.14 0.5 0 0.53 0.37 "NUC"
"1465" "YKY8_YEAST" 0.25 0.4 0.52 0.15 0.5 0 0.56 0.28 "NUC"
"1466" "YK44_YEAST" 0.58 0.56 0.38 0.39 0.5 0 0.54 0.57 "NUC"
"1467" "YK68_YEAST" 0.32 0.29 0.29 0.08 0.5 0 0.52 0.22 "ME3"
"1468" "RL13_YEAST" 0.38 0.48 0.57 0.3 0.5 0 0.41 0.11 "CYT"
"1469" "YMC1_YEAST" 0.39 0.58 0.47 0.18 0.5 0 0.48 0.22 "MIT"
"1470" "YMC2_YEAST" 0.38 0.47 0.47 0.18 0.5 0 0.44 0.26 "MIT"
"1471" "YME1_YEAST" 0.63 0.57 0.5 0.48 0.5 0 0.51 0.22 "MIT"
"1472" "RMR3_YEAST" 0.51 0.45 0.62 0.25 0.5 0 0.59 0.22 "MIT"
"1473" "YOX1_YEAST" 0.59 0.67 0.54 0.19 0.5 0 0.48 0.6 "NUC"
"1474" "YPT1_YEAST" 0.6 0.61 0.54 0.11 0.5 0 0.46 0.22 "CYT"
"1475" "YP52_YEAST" 0.48 0.61 0.57 0.17 0.5 0 0.45 0.22 "CYT"
"1476" "YP53_YEAST" 0.71 0.5 0.5 0.18 0.5 0 0.46 0.22 "CYT"
"1477" "YPT7_YEAST" 0.61 0.48 0.54 0.25 0.5 0 0.5 0.22 "CYT"
"1478" "R29A_YEAST" 0.38 0.32 0.64 0.41 0.5 0 0.44 0.11 "CYT"
"1479" "R29B_YEAST" 0.38 0.4 0.66 0.35 0.5 0 0.43 0.11 "CYT"
"1480" "YUR1_YEAST" 0.81 0.62 0.43 0.17 0.5 0 0.53 0.22 "ME2"
"1481" "ZIP1_YEAST" 0.47 0.43 0.61 0.4 0.5 0 0.48 0.47 "NUC"
"1482" "ZNRP_YEAST" 0.67 0.57 0.36 0.19 0.5 0 0.56 0.22 "ME2"
"1483" "ZUO1_YEAST" 0.43 0.4 0.6 0.16 0.5 0 0.53 0.39 "NUC"
"1484" "G6PD_YEAST" 0.65 0.54 0.54 0.13 0.5 0 0.53 0.22 "CYT"
